0, 1, 4
0, 2, 10
0, 3, 2
0, 4, 10
0, 5, 9
0, 6, 10
0, 7, 3
0, 8, 5
0, 9, 4
0, 10, 1
0, 11, 5
0, 12, 3
0, 13, 2
0, 14, 9
0, 15, 10
0, 16, 7
0, 17, 4
0, 18, 10
0, 19, 7
0, 20, 6
0, 21, 6
0, 22, 7
0, 23, 3
0, 24, 10
0, 25, 7
0, 26, 6
0, 27, 8
0, 28, 2
0, 29, 1
0, 30, 3
0, 31, 3
0, 32, 5
0, 33, 7
0, 34, 4
0, 35, 6
0, 36, 1
0, 37, 6
0, 38, 9
0, 39, 9
0, 40, 6
0, 41, 10
0, 42, 5
0, 43, 3
0, 44, 6
0, 45, 8
0, 46, 2
0, 47, 10
0, 48, 8
0, 49, 7
0, 50, 6
0, 51, 3
0, 52, 1
0, 53, 6
0, 54, 4
0, 55, 6
0, 56, 6
0, 57, 8
0, 58, 8
0, 59, 4
0, 60, 1
0, 61, 2
0, 62, 3
0, 63, 5
0, 64, 2
0, 65, 1
0, 66, 3
0, 67, 2
0, 68, 10
0, 69, 10
0, 70, 10
0, 71, 7
0, 72, 9
0, 73, 1
0, 74, 2
0, 75, 5
0, 76, 7
0, 77, 3
0, 78, 1
0, 79, 6
0, 80, 5
0, 81, 4
0, 82, 9
0, 83, 1
0, 84, 3
0, 85, 9
0, 86, 9
0, 87, 9
0, 88, 10
0, 89, 9
0, 90, 1
0, 91, 9
0, 92, 1
0, 93, 4
0, 94, 2
0, 95, 3
0, 96, 8
0, 97, 6
0, 98, 4
0, 99, 5
1, 2, 2
1, 3, 10
1, 4, 1
1, 5, 5
1, 6, 8
1, 7, 7
1, 8, 7
1, 9, 9
1, 10, 1
1, 11, 8
1, 12, 5
1, 13, 1
1, 14, 1
1, 15, 5
1, 16, 9
1, 17, 8
1, 18, 2
1, 19, 5
1, 20, 10
1, 21, 10
1, 22, 6
1, 23, 2
1, 24, 2
1, 25, 1
1, 26, 4
1, 27, 2
1, 28, 5
1, 29, 4
1, 30, 3
1, 31, 2
1, 32, 10
1, 33, 6
1, 34, 5
1, 35, 2
1, 36, 2
1, 37, 6
1, 38, 2
1, 39, 4
1, 40, 7
1, 41, 5
1, 42, 3
1, 43, 4
1, 44, 6
1, 45, 6
1, 46, 5
1, 47, 10
1, 48, 6
1, 49, 9
1, 50, 3
1, 51, 9
1, 52, 2
1, 53, 6
1, 54, 5
1, 55, 2
1, 56, 5
1, 57, 6
1, 58, 4
1, 59, 3
1, 60, 8
1, 61, 5
1, 62, 4
1, 63, 2
1, 64, 7
1, 65, 5
1, 66, 7
1, 67, 2
1, 68, 1
1, 69, 5
1, 70, 10
1, 71, 10
1, 72, 3
1, 73, 1
1, 74, 6
1, 75, 6
1, 76, 5
1, 77, 10
1, 78, 2
1, 79, 6
1, 80, 10
1, 81, 3
1, 82, 5
1, 83, 7
1, 84, 2
1, 85, 1
1, 86, 2
1, 87, 4
1, 88, 4
1, 89, 3
1, 90, 8
1, 91, 9
1, 92, 5
1, 93, 2
1, 94, 1
1, 95, 2
1, 96, 7
1, 97, 2
1, 98, 5
1, 99, 6
2, 3, 9
2, 4, 3
2, 5, 4
2, 6, 7
2, 7, 2
2, 8, 9
2, 9, 9
2, 10, 4
2, 11, 4
2, 12, 6
2, 13, 2
2, 14, 10
2, 15, 6
2, 16, 7
2, 17, 4
2, 18, 9
2, 19, 9
2, 20, 7
2, 21, 5
2, 22, 4
2, 23, 4
2, 24, 7
2, 25, 4
2, 26, 7
2, 27, 8
2, 28, 3
2, 29, 3
2, 30, 7
2, 31, 6
2, 32, 7
2, 33, 9
2, 34, 3
2, 35, 8
2, 36, 7
2, 37, 2
2, 38, 5
2, 39, 4
2, 40, 6
2, 41, 2
2, 42, 7
2, 43, 6
2, 44, 5
2, 45, 6
2, 46, 6
2, 47, 1
2, 48, 9
2, 49, 6
2, 50, 10
2, 51, 6
2, 52, 7
2, 53, 2
2, 54, 3
2, 55, 9
2, 56, 5
2, 57, 7
2, 58, 10
2, 59, 2
2, 60, 2
2, 61, 6
2, 62, 3
2, 63, 4
2, 64, 6
2, 65, 7
2, 66, 9
