0, 1, 3
0, 2, 4
0, 3, 9
0, 4, 2
0, 5, 4
0, 6, 3
0, 7, 5
0, 8, 9
0, 9, 2
0, 10, 3
0, 11, 10
0, 12, 3
0, 13, 6
0, 14, 7
0, 15, 2
0, 16, 4
0, 17, 2
0, 18, 9
0, 19, 6
0, 20, 2
0, 21, 1
0, 22, 1
0, 23, 3
0, 24, 2
0, 25, 10
0, 26, 6
0, 27, 2
0, 28, 10
0, 29, 10
0, 30, 6
0, 31, 10
0, 32, 5
0, 33, 6
0, 34, 6
0, 35, 10
0, 36, 6
0, 37, 2
0, 38, 3
0, 39, 4
0, 40, 1
0, 41, 2
0, 42, 6
0, 43, 3
0, 44, 6
0, 45, 10
0, 46, 7
0, 47, 3
0, 48, 4
0, 49, 7
0, 50, 6
0, 51, 1
0, 52, 4
0, 53, 2
0, 54, 9
0, 55, 5
0, 56, 6
0, 57, 5
0, 58, 2
0, 59, 9
0, 60, 7
0, 61, 6
0, 62, 4
0, 63, 2
0, 64, 7
0, 65, 2
0, 66, 3
0, 67, 4
0, 68, 4
0, 69, 7
0, 70, 5
0, 71, 9
0, 72, 9
0, 73, 3
0, 74, 6
0, 75, 2
0, 76, 2
0, 77, 9
0, 78, 10
0, 79, 6
0, 80, 10
0, 81, 9
0, 82, 2
0, 83, 3
0, 84, 8
0, 85, 3
0, 86, 1
0, 87, 8
0, 88, 9
0, 89, 2
0, 90, 3
0, 91, 9
0, 92, 4
0, 93, 1
0, 94, 9
0, 95, 8
0, 96, 9
0, 97, 7
0, 98, 10
0, 99, 3
1, 2, 10
1, 3, 9
1, 4, 4
1, 5, 5
1, 6, 6
1, 7, 9
1, 8, 9
1, 9, 8
1, 10, 3
1, 11, 7
1, 12, 5
1, 13, 4
1, 14, 10
1, 15, 2
1, 16, 7
1, 17, 5
1, 18, 5
1, 19, 2
1, 20, 3
1, 21, 6
1, 22, 10
1, 23, 8
1, 24, 6
1, 25, 1
1, 26, 6
1, 27, 9
1, 28, 3
1, 29, 10
1, 30, 7
1, 31, 7
1, 32, 10
1, 33, 9
1, 34, 5
1, 35, 3
1, 36, 6
1, 37, 2
1, 38, 9
1, 39, 10
1, 40, 3
1, 41, 2
1, 42, 8
1, 43, 5
1, 44, 8
1, 45, 10
1, 46, 1
1, 47, 4
1, 48, 9
1, 49, 4
1, 50, 5
1, 51, 4
1, 52, 9
1, 53, 10
1, 54, 8
1, 55, 6
1, 56, 2
1, 57, 6
1, 58, 2
1, 59, 6
1, 60, 3
1, 61, 10
1, 62, 8
1, 63, 7
1, 64, 2
1, 65, 2
1, 66, 4
1, 67, 7
1, 68, 2
1, 69, 8
1, 70, 6
1, 71, 7
1, 72, 1
1, 73, 8
1, 74, 6
1, 75, 5
1, 76, 4
1, 77, 4
1, 78, 8
1, 79, 2
1, 80, 8
1, 81, 1
1, 82, 5
1, 83, 1
1, 84, 8
1, 85, 2
1, 86, 10
1, 87, 6
1, 88, 3
1, 89, 1
1, 90, 10
1, 91, 6
1, 92, 6
1, 93, 3
1, 94, 3
1, 95, 10
1, 96, 10
1, 97, 4
1, 98, 5
1, 99, 1
2, 3, 10
2, 4, 5
2, 5, 1
2, 6, 3
2, 7, 7
2, 8, 3
2, 9, 2
2, 10, 9
2, 11, 7
2, 12, 4
2, 13, 7
2, 14, 9
2, 15, 4
2, 16, 2
2, 17, 6
2, 18, 1
2, 19, 2
2, 20, 5
2, 21, 3
2, 22, 7
2, 23, 7
2, 24, 3
2, 25, 10
2, 26, 6
2, 27, 4
2, 28, 9
2, 29, 5
2, 30, 8
2, 31, 8
2, 32, 5
2, 33, 2
2, 34, 6
2, 35, 3
2, 36, 9
2, 37, 1
2, 38, 2
2, 39, 8
2, 40, 3
2, 41, 6
2, 42, 4
2, 43, 4
2, 44, 7
2, 45, 4
2, 46, 9
2, 47, 8
2, 48, 3
2, 49, 9
2, 50, 2
2, 51, 5
2, 52, 3
2, 53, 7
2, 54, 7
2, 55, 8
2, 56, 9
2, 57, 1
2, 58, 2
2, 59, 6
2, 60, 5
2, 61, 7
2, 62, 4
2, 63, 3
2, 64, 8
2, 65, 2
2, 66, 9
2, 67, 6
2, 68, 8
2, 69, 3
2, 70, 2
2, 71, 1
2, 72, 3
2, 73, 2
2, 74, 8
2, 75, 5
2, 76, 9
2, 77, 9
2, 78, 1
2, 79, 7
2, 80, 5
2, 81, 6
2, 82, 6
2, 83, 9
2, 84, 2
2, 85, 4
2, 86, 1
2, 87, 5
2, 88, 6
2, 89, 5
2, 90, 10
2, 91, 2
2, 92, 4
2, 93, 3
2, 94, 4
2, 95, 6
2, 96, 8
2, 97, 5
2, 98, 7
2, 99, 1
3, 4, 7
3, 5, 1
3, 6, 2
3, 7, 9
3, 8, 3
3, 9, 2
3, 10, 2
3, 11, 6
3, 12, 5
3, 13, 4
3, 14, 1
3, 15, 5
3, 16, 3
3, 17, 8
3, 18, 5
3, 19, 8
3, 20, 5
3, 21, 6
3, 22, 1
3, 23, 5
3, 24, 3
3, 25, 4
3, 26, 1
3, 27, 6
3, 28, 10
3, 29, 5
3, 30, 7
3, 31, 10
3, 32, 4
3, 33, 6
3, 34, 7
3, 35, 3
3, 36, 7
3, 37, 5
3, 38, 1
3, 39, 8
3, 40, 2
3, 41, 8
3, 42, 6
3, 43, 7
3, 44, 3
3, 45, 6
3, 46, 2
3, 47, 8
3, 48, 5
3, 49, 8
3, 50, 7
3, 51, 7
3, 52, 1
3, 53, 6
3, 54, 7
3, 55, 5
3, 56, 5
3, 57, 7
3, 58, 4
3, 59, 1
3, 60, 4
3, 61, 4
3, 62, 8
3, 63, 3
3, 64, 2
3, 65, 5
3, 66, 9
3, 67, 5
3, 68, 6
3, 69, 3
3, 70, 9
3, 71, 2
3, 72, 5
3, 73, 4
3, 74, 10
3, 75, 5
3, 76, 7
3, 77, 2
3, 78, 7
3, 79, 2
3, 80, 3
3, 81, 2
3, 82, 7
3, 83, 4
3, 84, 5
3, 85, 6
3, 86, 4
3, 87, 7
3, 88, 7
3, 89, 3
3, 90, 8
3, 91, 2
3, 92, 1
3, 93, 6
3, 94, 6
3, 95, 1
3, 96, 10
3, 97, 9
3, 98, 3
3, 99, 9
4, 5, 2
4, 6, 1
4, 7, 1
4, 8, 6
4, 9, 1
4, 10, 10
4, 11, 2
4, 12, 4
4, 13, 2
4, 14, 2
4, 15, 5
4, 16, 1
4, 17, 2
4, 18, 4
4, 19, 7
4, 20, 1
4, 21, 1
4, 22, 2
4, 23, 9
4, 24, 4
4, 25, 7
4, 26, 5
4, 27, 4
4, 28, 2
4, 29, 5
4, 30, 7
4, 31, 1
4, 32, 9
4, 33, 2
4, 34, 1
4, 35, 3
4, 36, 10
4, 37, 4
4, 38, 5
4, 39, 4
4, 40, 3
4, 41, 5
4, 42, 2
4, 43, 6
4, 44, 5
4, 45, 8
4, 46, 8
4, 47, 4
4, 48, 6
4, 49, 4
4, 50, 9
4, 51, 3
4, 52, 3
4, 53, 10
4, 54, 8
4, 55, 9
4, 56, 3
4, 57, 4
4, 58, 8
4, 59, 8
4, 60, 1
4, 61, 3
4, 62, 5
4, 63, 7
4, 64, 2
4, 65, 5
4, 66, 5
4, 67, 4
4, 68, 9
4, 69, 10
4, 70, 5
4, 71, 7
4, 72, 1
4, 73, 8
4, 74, 2
4, 75, 3
4, 76, 9
4, 77, 1
4, 78, 3
4, 79, 3
4, 80, 1
4, 81, 7
4, 82, 1
4, 83, 5
4, 84, 2
4, 85, 1
4, 86, 9
4, 87, 5
4, 88, 5
4, 89, 6
4, 90, 1
4, 91, 6
4, 92, 8
4, 93, 5
4, 94, 5
4, 95, 7
4, 96, 6
4, 97, 1
4, 98, 10
4, 99, 1
5, 6, 6
5, 7, 7
5, 8, 8
5, 9, 5
5, 10, 10
5, 11, 4
5, 12, 8
5, 13, 10
5, 14, 9
5, 15, 3
5, 16, 7
5, 17, 8
5, 18, 1
5, 19, 1
5, 20, 2
5, 21, 7
5, 22, 7
5, 23, 5
5, 24, 6
5, 25, 2
5, 26, 9
5, 27, 3
5, 28, 8
5, 29, 6
5, 30, 5
5, 31, 1
5, 32, 1
5, 33, 7
5, 34, 2
5, 35, 2
5, 36, 5
5, 37, 9
5, 38, 2
5, 39, 8
5, 40, 3
5, 41, 9
5, 42, 10
5, 43, 10
5, 44, 1
5, 45, 3
5, 46, 6
5, 47, 2
5, 48, 2
5, 49, 7
5, 50, 7
5, 51, 3
5, 52, 3
5, 53, 7
5, 54, 10
5, 55, 7
5, 56, 4
5, 57, 1
5, 58, 7
5, 59, 10
5, 60, 6
5, 61, 10
5, 62, 9
5, 63, 8
5, 64, 2
5, 65, 10
5, 66, 1
5, 67, 10
5, 68, 6
5, 69, 9
5, 70, 1
5, 71, 4
5, 72, 6
5, 73, 8
5, 74, 3
5, 75, 3
5, 76, 5
5, 77, 4
5, 78, 1
5, 79, 9
5, 80, 8
5, 81, 10
5, 82, 8
5, 83, 7
5, 84, 4
5, 85, 6
5, 86, 9
5, 87, 5
5, 88, 1
